,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,MARCTagCondition4,RDA Registry URI,RDA Registry Label, ,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
1331,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10590,has remix artist family,structured description,,,,
1332,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1333,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1334,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1335,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1336,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1337,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1338,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1339,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1340,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1341,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1342,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1343,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,remix artist,,,,,,http://rdaregistry.info/Elements/w/P10449,has remix artist person,structured description,,,,
1344,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1345,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1346,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1347,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1348,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1349,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1350,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1351,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1352,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1353,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1354,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1355,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,respondent,,,,,,http://rdaregistry.info/Elements/w/P10001,has respondent,structured description,,,,
1356,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1357,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1358,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1359,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1360,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1361,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1362,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1363,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1364,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1365,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1366,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1367,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$4,aus,,,,,,http://rdaregistry.info/Elements/w/P10203,has screenwriter agent,structured description,,,,
1368,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
1369,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
1370,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
1371,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
1372,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
1373,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10570,has screenwriter family,structured description,,,,
1374,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1375,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1376,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1377,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1378,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1379,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1380,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1381,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1382,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1383,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1384,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1385,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,screenwriter,,,,,,http://rdaregistry.info/Elements/w/P10429,has screenwriter person,structured description,,,,
1386,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1387,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,b,Numeration (NR),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1388,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1389,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1390,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1391,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,d,Dates associated with a name (NR),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1392,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1393,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,g,Miscellaneous information (R),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1394,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1395,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,q,Fuller form of name (NR),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1396,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1397,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,u,Affiliation (NR),,,$4,scl,,,,,,http://rdaregistry.info/Elements/w/P10202,has sculptor agent,structured description,,,,
1398,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,structured description,,,,
1399,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,structured description,,,,
1400,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,structured description,,,,
1401,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,structured description,,,,
1402,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,structured description,,,,
1403,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10474,has sculptor collective agent,structured description,,,,
1404,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,b,Numeration (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
1405,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
1406,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
1407,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,g,Miscellaneous information (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
1408,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,q,Fuller form of name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
1409,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,u,Affiliation (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10568,has sculptor family,structured description,,,,
1410,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,b,Numeration (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1411,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1412,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1413,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,g,Miscellaneous information (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1414,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,q,Fuller form of name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1415,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,0,Forename,Undefined,*,,,,u,Affiliation (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1416,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,b,Numeration (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1417,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,c,Titles and other words associated with a name (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1418,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,d,Dates associated with a name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1419,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,g,Miscellaneous information (R),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1420,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,q,Fuller form of name (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1421,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,1,Surname,Undefined,*,,,,u,Affiliation (NR),,,$e,sculptor,,,,,,http://rdaregistry.info/Elements/w/P10427,has sculptor person,structured description,,,,
1422,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,,,,http://rdaregistry.info/Elements/e/P20312,has title of expression, ,,,MARCField/MARCSubfield combination does not use in bibliographic record,
1423,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/e/P20312,has title of expression,,,,,
1424,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/e/P20312,has title of expression,,,,,
1425,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,t,Title of a work (NR),,,,,,,,,,http://rdaregistry.info/Elements/w/P10088,has title of work, ,,,MARCField/MARCSubfield combination does not use in bibliographic record,
1426,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10088,has title of work,,100 field does not contain title information in a bib record,,,
1427,DELETE,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,,,,http://rdaregistry.info/Elements/w/P10088,has title of work,,,,,
1428,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10589,has aggregator family,identifier,,,,
1429,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,"0, 1",Forename,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,aggregator,,,,,,http://rdaregistry.info/Elements/w/P10448,has aggregator person,identifier,,,,
1430,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,architect,,,,,,http://rdaregistry.info/Elements/w/P10579,has architect family,identifier,,,,
1431,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10065,has creator agent of work,identifier,,,,
1432,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10065,has creator agent of work,IRI,,,,
1433,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$e,designer,,,,,,http://rdaregistry.info/Elements/w/P10051,has designer agent,structured description,,,"Is this mapping a redunancy? There are mappings of the same element with indicator 0, 1, and 3.",
1434,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,"a, b, c, d, g, q, u",Personal name (NR),,,$4,dsr,,,,,,http://rdaregistry.info/Elements/w/P10051,has designer agent,structured description,,,,
1435,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,4,dsr,,,,,,http://rdaregistry.info/Elements/w/P10051,has designer agent,identifier,,,"Redunant? do we need mapping for ""has designer agent"" when we have mappings for ""has desginer person,"" ""has designer family,"" and ""has designer collective agent""?",
1436,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,1,Real World Object URI (R),,,4,dsr,,,,,,http://rdaregistry.info/Elements/w/P10051,has designer agent,IRI,,,"Redunant? do we need mapping for ""has designer agent"" when we have mappings for ""has desginer person,"" ""has designer family,"" and ""has designer collective agent""?",
1437,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,, , ,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,identifier,,,,
1438,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,1,Real World Object URI (R),,,$e,interviewee,,,,,,http://rdaregistry.info/Elements/w/P10494,has interviewee collective agent of work,IRI,,,,
1439,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10200,has landscape architect agent,identifier,,,, 
1440,delete,100.0,MAIN ENTRY--PERSONAL NAME (NR),Type of personal name entry element,3,Family name,Undefined,*,,,,0,Authority record control number or standard number (R),,,$e,landscape architect,,,,,,http://rdaregistry.info/Elements/w/P10472,has landscape architect collective agent,identifier,,,,
