Status	MARCField	MARCFieldLabel	MARCInd1Label	MARCInd1Value	MARCInd1ValueLabel	MARCInd2Label	MARCInd2Value	MARCInd2ValueLabel	CharacterPosition	CharacterPositionLabel	MARCSubfield	MARCSubfieldLabel	CodeValue	CodeValueLabel	MARCTagCondition1	Condition1Values	MARCTagCondition2	Condition2Values	RDA Registry URI	RDA Registry Label	Recording Method	Justification for Mapping	Transformation Notes	Problems with Mapping	Notes (Uncategorized)																											
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10100	is description of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10140	is analysis of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10153	is evaluation of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10178	is review of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10182	is critique of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10187	is commentary on work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10198	has related work of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10256	has subject																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10257	has subject work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10258	has subject expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10259	has subject manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	0	Library of Congress Subject Headings			0	Authority record control number or standard number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	0	Library of Congress Subject Headings			1	Real World Object URI (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	0	Library of Congress Subject Headings			2	Source of heading or term (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	0	Library of Congress Subject Headings			3	Materials specified (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	0	Library of Congress Subject Headings			6	Linkage (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	0	Library of Congress Subject Headings			8	Field link and sequence number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	1	LC subject headings for children's literature			0	Authority record control number or standard number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	1	LC subject headings for children's literature			1	Real World Object URI (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	1	LC subject headings for children's literature			2	Source of heading or term (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	1	LC subject headings for children's literature			3	Materials specified (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	1	LC subject headings for children's literature			6	Linkage (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	1	LC subject headings for children's literature			8	Field link and sequence number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	2	Medical Subject Headings			0	Authority record control number or standard number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	2	Medical Subject Headings			1	Real World Object URI (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	2	Medical Subject Headings			2	Source of heading or term (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	2	Medical Subject Headings			3	Materials specified (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	2	Medical Subject Headings			6	Linkage (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	2	Medical Subject Headings			8	Field link and sequence number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	3	National Agricultural Library subject authority file			0	Authority record control number or standard number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	3	National Agricultural Library subject authority file			1	Real World Object URI (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	3	National Agricultural Library subject authority file			2	Source of heading or term (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	3	National Agricultural Library subject authority file			3	Materials specified (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	3	National Agricultural Library subject authority file			6	Linkage (NR)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	3	National Agricultural Library subject authority file			8	Field link and sequence number (R)																																								
	647	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Undefined	#	Undefined	Thesaurus	4	Source not specified			0	Authority record control number or standard number (R)																																								
